,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/09/2020,12:30 (ET),WAS@OKC,Oklahoma City Thunder,"Adams, Steven",Out,Injury/Illness - Left Lower Leg; Contusion
1,,,,,"Noel, Nerlens",Out,Injury/Illness - Right Ankle; Soreness
2,,,,,"Roberson, Andre",Out,Injury/Illness - Right Ankle; Soreness
3,,,,,"Schroder, Dennis",Out,Personal Reasons
4,,,,Washington Wizards,"Mathews, Garrison",Out,Not With Team
5,,,,,"Napier, Shabazz",Out,Injury/Illness - Right Ankle; Sprain
6,,02:00 (ET),MEM@TOR,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Tear
7,,,,,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
8,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
9,,,,Toronto Raptors,"Ibaka, Serge",Available,Injury/Illness - Right eye; Scratch
10,,,,,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Soreness
11,,,,,"Watson, Paul",Available,Injury/Illness - Back; lower back soreness
12,,03:00 (ET),SAS@NOP,San Antonio Spurs,"Forbes, Bryn",Out,Injury/Illness - Right Quad; Tightness
13,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
14,,,,,"Zeller, Tyler",Out,Injury/Illness - Right Knee; Bone Contusion
15,,05:00 (ET),ORL@BOS,Orlando Magic,"Carter-Williams, Michael",Out,Injury/Illness - Left Foot; Strained Tendon
16,,,,,"Fournier, Evan",Out,Injury/Illness - N/A; Illness - NON COVID
17,,,,,"Gordon, Aaron",Out,Injury/Illness - Left Hamstring; Strain
18,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Torn ACL
19,,06:30 (ET),PHI@POR,Philadelphia 76ers,"Robinson III, Glenn",Questionable,Injury/Illness - Left Hip; Pointer
20,,,,,"Simmons, Ben",Out,Injury/Illness - Left Knee; Patella subluxation
21,,,,Portland Trail Blazers,"Whiteside, Hassan",Out,Injury/Illness - Left Hip; Strain
22,,08:00 (ET),HOU@SAC,Houston Rockets,"Caboclo, Bruno",Out,Injury/Illness - Right Ankle; Sprain
23,,,,,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
24,,,,,"Westbrook, Russell",Out,Injury/Illness - Right Quad; Contusion
25,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
26,,,,,"Bazemore, Kent",Questionable,Injury/Illness - Left Calf; Soreness
0,,,,,"Holmes, Richaun",Out,Injury/Illness - Right Hip; Soreness
1,,09:00 (ET),BKN@LAC,Brooklyn Nets,"Allen, Jarrett",Probable,Injury/Illness - Left Ankle; Sprain
2,,,,,"Crawford, Jamal",Out,Injury/Illness - Left Hamstring; Strain
3,,,,,"Harris, Joe",Probable,Injury/Illness - Left Groin; Contusion
4,,,,,"LeVert, Caris",Probable,Rest
5,,,,LA Clippers,"Beverley, Patrick",Out,Injury/Illness - Left Calf; Strain
6,,,,,"George, Paul",Out,Rest
7,,,,,"Harrell, Montrezl",Out,Not With Team
8,08/10/2020,02:30 (ET),OKC@PHX,Oklahoma City Thunder,,,NOT YET SUBMITTED
9,,,,Phoenix Suns,,,NOT YET SUBMITTED
10,,03:00 (ET),DAL@UTA,Dallas Mavericks,,,NOT YET SUBMITTED
11,,,,Utah Jazz,,,NOT YET SUBMITTED
12,,06:30 (ET),TOR@MIL,Milwaukee Bucks,,,NOT YET SUBMITTED
13,,,,Toronto Raptors,,,NOT YET SUBMITTED
14,,08:00 (ET),IND@MIA,Indiana Pacers,,,NOT YET SUBMITTED
15,,,,Miami Heat,,,NOT YET SUBMITTED
16,,09:00 (ET),DEN@LAL,Denver Nuggets,,,NOT YET SUBMITTED
17,,,,Los Angeles Lakers,,,NOT YET SUBMITTED
